1 5 1
0.00000000e+00 -5.00000000e-01 4.95000000e+01
0.00000000e+00 5.00000000e-01 4.95000000e+01
0.00000000e+00 5.00000000e-01 5.05000000e+01
0.00000000e+00 -5.00000000e-01 5.05000000e+01
0.00000000e+00 -5.00000000e-01 4.95000000e+01
2 5 1
-5.00000000e-01 0.00000000e+00 4.95000000e+01
-5.00000000e-01 0.00000000e+00 5.05000000e+01
5.00000000e-01 0.00000000e+00 5.05000000e+01
5.00000000e-01 0.00000000e+00 4.95000000e+01
-5.00000000e-01 0.00000000e+00 4.95000000e+01
3 5 1
-5.00000000e-01 -5.00000000e-01 5.00000000e+01
-5.00000000e-01 5.00000000e-01 5.00000000e+01
5.00000000e-01 5.00000000e-01 5.00000000e+01
5.00000000e-01 -5.00000000e-01 5.00000000e+01
-5.00000000e-01 -5.00000000e-01 5.00000000e+01
4 5 1
0.00000000e+00 4.99500000e+02 4.95000000e+01
0.00000000e+00 5.00500000e+02 4.95000000e+01
0.00000000e+00 5.00500000e+02 5.05000000e+01
0.00000000e+00 4.99500000e+02 5.05000000e+01
0.00000000e+00 4.99500000e+02 4.95000000e+01
5 5 1
-5.00000000e-01 5.00000000e+02 4.95000000e+01
-5.00000000e-01 5.00000000e+02 5.05000000e+01
5.00000000e-01 5.00000000e+02 5.05000000e+01
5.00000000e-01 5.00000000e+02 4.95000000e+01
-5.00000000e-01 5.00000000e+02 4.95000000e+01
6 5 1
-5.00000000e-01 4.99500000e+02 5.00000000e+01
-5.00000000e-01 5.00500000e+02 5.00000000e+01
5.00000000e-01 5.00500000e+02 5.00000000e+01
5.00000000e-01 4.99500000e+02 5.00000000e+01
-5.00000000e-01 4.99500000e+02 5.00000000e+01
7 5 1
0.00000000e+00 9.99500000e+02 4.95000000e+01
0.00000000e+00 1.00050000e+03 4.95000000e+01
0.00000000e+00 1.00050000e+03 5.05000000e+01
0.00000000e+00 9.99500000e+02 5.05000000e+01
0.00000000e+00 9.99500000e+02 4.95000000e+01
8 5 1
-5.00000000e-01 1.00000000e+03 4.95000000e+01
-5.00000000e-01 1.00000000e+03 5.05000000e+01
5.00000000e-01 1.00000000e+03 5.05000000e+01
5.00000000e-01 1.00000000e+03 4.95000000e+01
-5.00000000e-01 1.00000000e+03 4.95000000e+01
9 5 1
-5.00000000e-01 9.99500000e+02 5.00000000e+01
-5.00000000e-01 1.00050000e+03 5.00000000e+01
5.00000000e-01 1.00050000e+03 5.00000000e+01
5.00000000e-01 9.99500000e+02 5.00000000e+01
-5.00000000e-01 9.99500000e+02 5.00000000e+01
10 5 1
